AppName,word,count,total_tokens,tf,df_platforms,idf,tfidf
Amazon shopping,5star,26,778915,3.3379765442955906e-05,4,1.0,3.3379765442955906e-05
Amazon shopping,5th,53,778915,6.80433680183332e-05,4,1.0,6.80433680183332e-05
Amazon shopping,600,39,778915,5.006964816443386e-05,4,1.0,5.006964816443386e-05
Amazon shopping,6pm,24,778915,3.0812091178113144e-05,3,1.2231435513142097,3.768761062701454e-05
Amazon shopping,6th,37,778915,4.75019738995911e-05,4,1.0,4.75019738995911e-05
Amazon shopping,700,28,778915,3.594743970779867e-05,4,1.0,3.594743970779867e-05
Amazon shopping,750,2,778915,2.567674264842762e-06,3,1.2231435513142097,3.1406342189178787e-06
Amazon shopping,7day,6,778915,7.703022794528286e-06,4,1.0,7.703022794528286e-06
Amazon shopping,7eleven,1,778915,1.283837132421381e-06,3,1.2231435513142097,1.5703171094589393e-06
Amazon shopping,7th,29,778915,3.723127684022005e-05,4,1.0,3.723127684022005e-05
Amazon shopping,800,29,778915,3.723127684022005e-05,4,1.0,3.723127684022005e-05
Amazon shopping,8pm,36,778915,4.6218136767169716e-05,3,1.2231435513142097,5.653141594052182e-05
Amazon shopping,8th,44,778915,5.6488833826540764e-05,4,1.0,5.6488833826540764e-05
Amazon shopping,90',10,778915,1.283837132421381e-05,3,1.2231435513142097,1.5703171094589392e-05
Amazon shopping,900,9,778915,1.1554534191792429e-05,4,1.0,1.1554534191792429e-05
Amazon shopping,90s,11,778915,1.4122208456635191e-05,4,1.0,1.4122208456635191e-05
Amazon shopping,99p,2,778915,2.567674264842762e-06,3,1.2231435513142097,3.1406342189178787e-06
Amazon shopping,9pm,29,778915,3.723127684022005e-05,3,1.2231435513142097,4.553919617430924e-05
Amazon shopping,9th,26,778915,3.3379765442955906e-05,4,1.0,3.3379765442955906e-05
Amazon shopping,aaa,6,778915,7.703022794528286e-06,4,1.0,7.703022794528286e-06
Amazon shopping,aap,18,778915,2.3109068383584858e-05,4,1.0,2.3109068383584858e-05
Amazon shopping,abd,15,778915,1.9257556986320715e-05,4,1.0,1.9257556986320715e-05
Amazon shopping,ability,392,778915,0.0005032641559091814,4,1.0,0.0005032641559091814
Amazon shopping,abit,14,778915,1.7973719853899334e-05,4,1.0,1.7973719853899334e-05
Amazon shopping,able,2266,778915,0.0029091749420668495,4,1.0,0.0029091749420668495
Amazon shopping,above,163,778915,0.0002092654525846851,4,1.0,0.0002092654525846851
Amazon shopping,abroad,32,778915,4.108278823748419e-05,4,1.0,4.108278823748419e-05
