AppName,word,count,total_tokens,tf,df_platforms,idf,tfidf
Amazon shopping,urgently,17,778915,2.1825231251163477e-05,4,1.0,2.1825231251163477e-05
Amazon shopping,url,46,778915,5.9056508091383526e-05,3,1.2231435513142097,7.223458703511121e-05
Amazon shopping,usa,197,778915,0.00025291591508701207,4,1.0,0.00025291591508701207
Amazon shopping,usability,49,778915,6.290801948864768e-05,4,1.0,6.290801948864768e-05
Amazon shopping,usable,140,778915,0.00017973719853899334,4,1.0,0.00017973719853899334
Amazon shopping,usage,68,778915,8.730092500465391e-05,4,1.0,8.730092500465391e-05
Amazon shopping,usb,24,778915,3.0812091178113144e-05,4,1.0,3.0812091178113144e-05
Amazon shopping,usd,43,778915,5.5204996694119383e-05,4,1.0,5.5204996694119383e-05
Amazon shopping,useable,35,778915,4.4934299634748335e-05,3,1.2231435513142097,5.496109883106287e-05
Amazon shopping,useful,538,778915,0.000690704377242703,4,1.0,0.000690704377242703
Amazon shopping,usefull,13,778915,1.6689882721477953e-05,4,1.0,1.6689882721477953e-05
Amazon shopping,useing,17,778915,2.1825231251163477e-05,3,1.2231435513142097,2.6695390860801967e-05
Amazon shopping,useless,1427,778915,0.0018320355879653106,4,1.0,0.0018320355879653106
Amazon shopping,user',5,778915,6.419185662106905e-06,4,1.0,6.419185662106905e-06
Amazon shopping,username,17,778915,2.1825231251163477e-05,4,1.0,2.1825231251163477e-05
Amazon shopping,usp,273,778915,0.000350487537151037,3,1.2231435513142097,0.0004286965708822904
Amazon shopping,usual,107,778915,0.00013737057316908776,4,1.0,0.00013737057316908776
Amazon shopping,usually,1040,778915,0.0013351906177182364,4,1.0,0.0013351906177182364
Amazon shopping,utility,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,utilize,26,778915,3.3379765442955906e-05,4,1.0,3.3379765442955906e-05
Amazon shopping,utter,44,778915,5.6488833826540764e-05,4,1.0,5.6488833826540764e-05
Amazon shopping,utterly,62,778915,7.959790221012562e-05,4,1.0,7.959790221012562e-05
Amazon shopping,vacation,21,778915,2.6960579780849e-05,4,1.0,2.6960579780849e-05
Amazon shopping,vacuum,13,778915,1.6689882721477953e-05,3,1.2231435513142097,2.0414122422966212e-05
Amazon shopping,vague,23,778915,2.9528254045691763e-05,4,1.0,2.9528254045691763e-05
Amazon shopping,vain,8,778915,1.0270697059371048e-05,4,1.0,1.0270697059371048e-05
Amazon shopping,valid,80,778915,0.00010270697059371048,4,1.0,0.00010270697059371048
Amazon shopping,valuable,46,778915,5.9056508091383526e-05,4,1.0,5.9056508091383526e-05
Amazon shopping,value,287,778915,0.00036846125700493637,4,1.0,0.00036846125700493637
Amazon shopping,valued,19,778915,2.439290551600624e-05,4,1.0,2.439290551600624e-05
Amazon shopping,van,69,778915,8.85847621370753e-05,4,1.0,8.85847621370753e-05
Amazon shopping,vanish,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,vanished,24,778915,3.0812091178113144e-05,4,1.0,3.0812091178113144e-05
Amazon shopping,variable,2,778915,2.567674264842762e-06,4,1.0,2.567674264842762e-06
Amazon shopping,variant,9,778915,1.1554534191792429e-05,4,1.0,1.1554534191792429e-05
Amazon shopping,variation,21,778915,2.6960579780849e-05,4,1.0,2.6960579780849e-05
Amazon shopping,varie,9,778915,1.1554534191792429e-05,4,1.0,1.1554534191792429e-05
Amazon shopping,varied,6,778915,7.703022794528286e-06,4,1.0,7.703022794528286e-06
Amazon shopping,varietie,20,778915,2.567674264842762e-05,4,1.0,2.567674264842762e-05
Amazon shopping,variety,444,778915,0.0005700236867950931,4,1.0,0.0005700236867950931
Amazon shopping,variou,94,778915,0.00012068069044760981,4,1.0,0.00012068069044760981
Amazon shopping,vary,37,778915,4.75019738995911e-05,4,1.0,4.75019738995911e-05
Amazon shopping,varying,5,778915,6.419185662106905e-06,4,1.0,6.419185662106905e-06
Amazon shopping,vast,52,778915,6.675953088591181e-05,4,1.0,6.675953088591181e-05
Amazon shopping,vastly,9,778915,1.1554534191792429e-05,4,1.0,1.1554534191792429e-05
Amazon shopping,vat,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,vehicle,118,778915,0.00015149278162572297,4,1.0,0.00015149278162572297
Amazon shopping,veiw,12,778915,1.5406045589056572e-05,4,1.0,1.5406045589056572e-05
Amazon shopping,vender,13,778915,1.6689882721477953e-05,4,1.0,1.6689882721477953e-05
Amazon shopping,vendor,253,778915,0.0003248107945026094,4,1.0,0.0003248107945026094
Amazon shopping,venue,5,778915,6.419185662106905e-06,4,1.0,6.419185662106905e-06
Amazon shopping,ver,12,778915,1.5406045589056572e-05,4,1.0,1.5406045589056572e-05
Amazon shopping,verification,213,778915,0.00027345730920575416,4,1.0,0.00027345730920575416
Amazon shopping,verified,76,778915,9.757162206402496e-05,4,1.0,9.757162206402496e-05
Amazon shopping,verify,284,778915,0.00036460974560767223,4,1.0,0.00036460974560767223
Amazon shopping,verifying,24,778915,3.0812091178113144e-05,4,1.0,3.0812091178113144e-05
Amazon shopping,verity,4,778915,5.135348529685524e-06,3,1.2231435513142097,6.281268437835757e-06
Amazon shopping,verizon,24,778915,3.0812091178113144e-05,3,1.2231435513142097,3.768761062701454e-05
Amazon shopping,verry,22,778915,2.8244416913270382e-05,4,1.0,2.8244416913270382e-05
Amazon shopping,versa,14,778915,1.7973719853899334e-05,4,1.0,1.7973719853899334e-05
Amazon shopping,versatile,9,778915,1.1554534191792429e-05,4,1.0,1.1554534191792429e-05
Amazon shopping,version,112,778915,0.00014378975883119467,4,1.0,0.00014378975883119467
Amazon shopping,versu,15,778915,1.9257556986320715e-05,4,1.0,1.9257556986320715e-05
Amazon shopping,vet,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,veteran,17,778915,2.1825231251163477e-05,3,1.2231435513142097,2.6695390860801967e-05
Amazon shopping,via,496,778915,0.000636783217681005,4,1.0,0.000636783217681005
Amazon shopping,viable,9,778915,1.1554534191792429e-05,4,1.0,1.1554534191792429e-05
Amazon shopping,vibrate,10,778915,1.283837132421381e-05,2,1.5108256237659907,1.9396540364044738e-05
Amazon shopping,vibration,14,778915,1.7973719853899334e-05,3,1.2231435513142097,2.198443953242515e-05
Amazon shopping,vice,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,victim,20,778915,2.567674264842762e-05,4,1.0,2.567674264842762e-05
Amazon shopping,vid,16,778915,2.0541394118742096e-05,3,1.2231435513142097,2.512507375134303e-05
Amazon shopping,video,1258,778915,0.0016150671125860973,4,1.0,0.0016150671125860973
Amazon shopping,view,1187,778915,0.0015239146761841793,4,1.0,0.0015239146761841793
Amazon shopping,viewed,60,778915,7.703022794528286e-05,4,1.0,7.703022794528286e-05
Amazon shopping,viewer,7,778915,8.986859926949667e-06,4,1.0,8.986859926949667e-06
Amazon shopping,viewing,205,778915,0.0002631866121463831,4,1.0,0.0002631866121463831
Amazon shopping,vintage,9,778915,1.1554534191792429e-05,4,1.0,1.1554534191792429e-05
Amazon shopping,vinyl,9,778915,1.1554534191792429e-05,3,1.2231435513142097,1.4132853985130454e-05
Amazon shopping,violate,19,778915,2.439290551600624e-05,4,1.0,2.439290551600624e-05
Amazon shopping,violated,47,778915,6.034034522380491e-05,4,1.0,6.034034522380491e-05
Amazon shopping,violating,13,778915,1.6689882721477953e-05,4,1.0,1.6689882721477953e-05
Amazon shopping,violation,25,778915,3.2095928310534525e-05,4,1.0,3.2095928310534525e-05
Amazon shopping,vip,6,778915,7.703022794528286e-06,4,1.0,7.703022794528286e-06
Amazon shopping,virtual,26,778915,3.3379765442955906e-05,4,1.0,3.3379765442955906e-05
Amazon shopping,virtually,62,778915,7.959790221012562e-05,4,1.0,7.959790221012562e-05
Amazon shopping,viru,92,778915,0.00011811301618276705,4,1.0,0.00011811301618276705
Amazon shopping,viruse,6,778915,7.703022794528286e-06,3,1.2231435513142097,9.421902656753636e-06
Amazon shopping,visa,118,778915,0.00015149278162572297,4,1.0,0.00015149278162572297
Amazon shopping,visible,66,778915,8.473325073981115e-05,4,1.0,8.473325073981115e-05
Amazon shopping,vision,19,778915,2.439290551600624e-05,4,1.0,2.439290551600624e-05
Amazon shopping,visit,61,778915,7.831406507770425e-05,4,1.0,7.831406507770425e-05
Amazon shopping,visited,8,778915,1.0270697059371048e-05,4,1.0,1.0270697059371048e-05
Amazon shopping,visiting,15,778915,1.9257556986320715e-05,4,1.0,1.9257556986320715e-05
Amazon shopping,visual,30,778915,3.851511397264143e-05,4,1.0,3.851511397264143e-05
Amazon shopping,visually,34,778915,4.3650462502326954e-05,4,1.0,4.3650462502326954e-05
Amazon shopping,vital,11,778915,1.4122208456635191e-05,4,1.0,1.4122208456635191e-05
Amazon shopping,vitamin,37,778915,4.75019738995911e-05,4,1.0,4.75019738995911e-05
Amazon shopping,voice,107,778915,0.00013737057316908776,4,1.0,0.00013737057316908776
Amazon shopping,void,6,778915,7.703022794528286e-06,4,1.0,7.703022794528286e-06
Amazon shopping,volume,26,778915,3.3379765442955906e-05,4,1.0,3.3379765442955906e-05
Amazon shopping,vote,23,778915,2.9528254045691763e-05,4,1.0,2.9528254045691763e-05
Amazon shopping,voucher,74,778915,9.50039477991822e-05,4,1.0,9.50039477991822e-05
Amazon shopping,vpn,131,778915,0.0001681826643472009,3,1.2231435513142097,0.00020571154133912104
Amazon shopping,wade,16,778915,2.0541394118742096e-05,4,1.0,2.0541394118742096e-05
Amazon shopping,wage,40,778915,5.135348529685524e-05,4,1.0,5.135348529685524e-05
Amazon shopping,waist,39,778915,5.006964816443386e-05,4,1.0,5.006964816443386e-05
Amazon shopping,waisted,14,778915,1.7973719853899334e-05,4,1.0,1.7973719853899334e-05
Amazon shopping,wait,1587,778915,0.002037449529152732,4,1.0,0.002037449529152732
Amazon shopping,waited,250,778915,0.00032095928310534527,4,1.0,0.00032095928310534527
Amazon shopping,waiting,983,778915,0.0012620119011702176,4,1.0,0.0012620119011702176
Amazon shopping,wake,43,778915,5.5204996694119383e-05,4,1.0,5.5204996694119383e-05
Amazon shopping,wal,53,778915,6.80433680183332e-05,3,1.2231435513142097,8.32268068013238e-05
Amazon shopping,walk,101,778915,0.0001296675503745595,4,1.0,0.0001296675503745595
Amazon shopping,walked,19,778915,2.439290551600624e-05,4,1.0,2.439290551600624e-05
Amazon shopping,walking,42,778915,5.3921159561698e-05,4,1.0,5.3921159561698e-05
Amazon shopping,wall,47,778915,6.034034522380491e-05,4,1.0,6.034034522380491e-05
Amazon shopping,wallet,74,778915,9.50039477991822e-05,4,1.0,9.50039477991822e-05
Amazon shopping,walmart,729,778915,0.0009359172695351868,3,1.2231435513142097,0.0011447611727955667
Amazon shopping,wanna,163,778915,0.0002092654525846851,4,1.0,0.0002092654525846851
Amazon shopping,want,378,778915,0.00048529043605528204,4,1.0,0.00048529043605528204
Amazon shopping,wanted,889,778915,0.0011413312107226078,4,1.0,0.0011413312107226078
Amazon shopping,wanting,117,778915,0.00015020894449330158,4,1.0,0.00015020894449330158
Amazon shopping,war,19,778915,2.439290551600624e-05,4,1.0,2.439290551600624e-05
Amazon shopping,wardrobe,26,778915,3.3379765442955906e-05,4,1.0,3.3379765442955906e-05
Amazon shopping,ware,16,778915,2.0541394118742096e-05,4,1.0,2.0541394118742096e-05
Amazon shopping,warehouse,213,778915,0.00027345730920575416,4,1.0,0.00027345730920575416
Amazon shopping,warm,14,778915,1.7973719853899334e-05,4,1.0,1.7973719853899334e-05
Amazon shopping,warn,39,778915,5.006964816443386e-05,4,1.0,5.006964816443386e-05
Amazon shopping,warned,35,778915,4.4934299634748335e-05,4,1.0,4.4934299634748335e-05
Amazon shopping,warning,164,778915,0.00021054928971710649,4,1.0,0.00021054928971710649
Amazon shopping,warrantie,12,778915,1.5406045589056572e-05,3,1.2231435513142097,1.884380531350727e-05
Amazon shopping,warranty,82,778915,0.00010527464485855324,4,1.0,0.00010527464485855324
Amazon shopping,wary,9,778915,1.1554534191792429e-05,4,1.0,1.1554534191792429e-05
Amazon shopping,wash,15,778915,1.9257556986320715e-05,4,1.0,1.9257556986320715e-05
Amazon shopping,washe,2,778915,2.567674264842762e-06,3,1.2231435513142097,3.1406342189178787e-06
Amazon shopping,washed,7,778915,8.986859926949667e-06,4,1.0,8.986859926949667e-06
Amazon shopping,washer,9,778915,1.1554534191792429e-05,4,1.0,1.1554534191792429e-05
Amazon shopping,washing,7,778915,8.986859926949667e-06,4,1.0,8.986859926949667e-06
Amazon shopping,wasn't,624,778915,0.0008011143706309418,4,1.0,0.0008011143706309418
Amazon shopping,wast,9,778915,1.1554534191792429e-05,4,1.0,1.1554534191792429e-05
Amazon shopping,waste,797,778915,0.0010232181945398406,4,1.0,0.0010232181945398406
Amazon shopping,wasted,192,778915,0.00024649672942490515,4,1.0,0.00024649672942490515
Amazon shopping,waster,15,778915,1.9257556986320715e-05,4,1.0,1.9257556986320715e-05
Amazon shopping,wasting,171,778915,0.00021953614964405615,4,1.0,0.00021953614964405615
Amazon shopping,wat,14,778915,1.7973719853899334e-05,4,1.0,1.7973719853899334e-05
Amazon shopping,watch,575,778915,0.0007382063511422941,4,1.0,0.0007382063511422941
Amazon shopping,watche,14,778915,1.7973719853899334e-05,4,1.0,1.7973719853899334e-05
Amazon shopping,watched,42,778915,5.3921159561698e-05,4,1.0,5.3921159561698e-05
Amazon shopping,watcher,1,778915,1.283837132421381e-06,3,1.2231435513142097,1.5703171094589393e-06
Amazon shopping,watching,116,778915,0.0001489251073608802,4,1.0,0.0001489251073608802
Amazon shopping,watchlist,4,778915,5.135348529685524e-06,3,1.2231435513142097,6.281268437835757e-06
Amazon shopping,water,89,778915,0.00011426150478550292,4,1.0,0.00011426150478550292
Amazon shopping,we'll,64,778915,8.216557647496838e-05,4,1.0,8.216557647496838e-05
Amazon shopping,we're,176,778915,0.00022595533530616306,4,1.0,0.00022595533530616306
Amazon shopping,we've,43,778915,5.5204996694119383e-05,4,1.0,5.5204996694119383e-05
Amazon shopping,weak,26,778915,3.3379765442955906e-05,4,1.0,3.3379765442955906e-05
Amazon shopping,wealthy,18,778915,2.3109068383584858e-05,4,1.0,2.3109068383584858e-05
Amazon shopping,wear,49,778915,6.290801948864768e-05,4,1.0,6.290801948864768e-05
Amazon shopping,wearing,18,778915,2.3109068383584858e-05,4,1.0,2.3109068383584858e-05
Amazon shopping,weary,7,778915,8.986859926949667e-06,4,1.0,8.986859926949667e-06
Amazon shopping,weather,57,778915,7.317871654801872e-05,4,1.0,7.317871654801872e-05
Amazon shopping,web,894,778915,0.0011477503963847147,4,1.0,0.0011477503963847147
Amazon shopping,webpage,75,778915,9.628778493160358e-05,4,1.0,9.628778493160358e-05
Amazon shopping,webview,27,778915,3.466360257537729e-05,3,1.2231435513142097,4.239856195539136e-05
Amazon shopping,wedding,40,778915,5.135348529685524e-05,4,1.0,5.135348529685524e-05
Amazon shopping,wednesday,61,778915,7.831406507770425e-05,4,1.0,7.831406507770425e-05
Amazon shopping,wee,5,778915,6.419185662106905e-06,4,1.0,6.419185662106905e-06
Amazon shopping,weed,16,778915,2.0541394118742096e-05,4,1.0,2.0541394118742096e-05
Amazon shopping,weekend,64,778915,8.216557647496838e-05,4,1.0,8.216557647496838e-05
Amazon shopping,weekly,67,778915,8.601708787223253e-05,4,1.0,8.601708787223253e-05
Amazon shopping,weigh,5,778915,6.419185662106905e-06,4,1.0,6.419185662106905e-06
Amazon shopping,weight,32,778915,4.108278823748419e-05,4,1.0,4.108278823748419e-05
Amazon shopping,weird,230,778915,0.0002952825404569176,4,1.0,0.0002952825404569176
Amazon shopping,welcome,48,778915,6.162418235622629e-05,4,1.0,6.162418235622629e-05
Amazon shopping,wen,23,778915,2.9528254045691763e-05,4,1.0,2.9528254045691763e-05
Amazon shopping,went,1788,778915,0.0022955007927694293,4,1.0,0.0022955007927694293
Amazon shopping,weren't,85,778915,0.00010912615625581739,4,1.0,0.00010912615625581739
Amazon shopping,west,13,778915,1.6689882721477953e-05,4,1.0,1.6689882721477953e-05
Amazon shopping,western,7,778915,8.986859926949667e-06,4,1.0,8.986859926949667e-06
Amazon shopping,wet,18,778915,2.3109068383584858e-05,4,1.0,2.3109068383584858e-05
Amazon shopping,wether,13,778915,1.6689882721477953e-05,4,1.0,1.6689882721477953e-05
Amazon shopping,what,177,778915,0.00022723917243858445,4,1.0,0.00022723917243858445
Amazon shopping,what',923,778915,0.0011849816732249347,4,1.0,0.0011849816732249347
Amazon shopping,whatever,615,778915,0.0007895598364391493,4,1.0,0.0007895598364391493
Amazon shopping,whatnot,7,778915,8.986859926949667e-06,4,1.0,8.986859926949667e-06
Amazon shopping,whatsapp,16,778915,2.0541394118742096e-05,4,1.0,2.0541394118742096e-05
Amazon shopping,whatsoever,76,778915,9.757162206402496e-05,4,1.0,9.757162206402496e-05
Amazon shopping,whe,11,778915,1.4122208456635191e-05,4,1.0,1.4122208456635191e-05
Amazon shopping,wheel,49,778915,6.290801948864768e-05,4,1.0,6.290801948864768e-05
Amazon shopping,wheelchair,15,778915,1.9257556986320715e-05,4,1.0,1.9257556986320715e-05
Amazon shopping,whenever,438,778915,0.0005623206640005649,4,1.0,0.0005623206640005649
Amazon shopping,where',42,778915,5.3921159561698e-05,4,1.0,5.3921159561698e-05
Amazon shopping,wherea,23,778915,2.9528254045691763e-05,4,1.0,2.9528254045691763e-05
Amazon shopping,whereby,2,778915,2.567674264842762e-06,4,1.0,2.567674264842762e-06
Amazon shopping,wherein,1,778915,1.283837132421381e-06,4,1.0,1.283837132421381e-06
Amazon shopping,wherever,45,778915,5.7772670958962145e-05,4,1.0,5.7772670958962145e-05
Amazon shopping,whether,151,778915,0.00019385940699562853,4,1.0,0.00019385940699562853
Amazon shopping,while,1484,778915,0.0019052143045133294,4,1.0,0.0019052143045133294
Amazon shopping,whilst,37,778915,4.75019738995911e-05,4,1.0,4.75019738995911e-05
Amazon shopping,white,424,778915,0.0005443469441466656,4,1.0,0.0005443469441466656
Amazon shopping,who',65,778915,8.344941360738977e-05,4,1.0,8.344941360738977e-05
Amazon shopping,whoever,120,778915,0.00015406045589056572,4,1.0,0.00015406045589056572
Amazon shopping,whole,944,778915,0.0012119422530057838,4,1.0,0.0012119422530057838
Amazon shopping,wholesale,6,778915,7.703022794528286e-06,4,1.0,7.703022794528286e-06
Amazon shopping,whomever,16,778915,2.0541394118742096e-05,3,1.2231435513142097,2.512507375134303e-05
Amazon shopping,wht,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,wich,26,778915,3.3379765442955906e-05,4,1.0,3.3379765442955906e-05
Amazon shopping,wide,172,778915,0.00022081998677647753,4,1.0,0.00022081998677647753
Amazon shopping,wider,16,778915,2.0541394118742096e-05,4,1.0,2.0541394118742096e-05
Amazon shopping,widget,21,778915,2.6960579780849e-05,3,1.2231435513142097,3.297665929863772e-05
Amazon shopping,width,12,778915,1.5406045589056572e-05,4,1.0,1.5406045589056572e-05
Amazon shopping,wife,162,778915,0.00020798161545226374,4,1.0,0.00020798161545226374
Amazon shopping,wife',31,778915,3.979895110506281e-05,4,1.0,3.979895110506281e-05
Amazon shopping,wifi,260,778915,0.0003337976544295591,4,1.0,0.0003337976544295591
Amazon shopping,wig,27,778915,3.466360257537729e-05,4,1.0,3.466360257537729e-05
Amazon shopping,wil,5,778915,6.419185662106905e-06,4,1.0,6.419185662106905e-06
Amazon shopping,wild,9,778915,1.1554534191792429e-05,4,1.0,1.1554534191792429e-05
Amazon shopping,willing,95,778915,0.0001219645275800312,4,1.0,0.0001219645275800312
Amazon shopping,win,113,778915,0.00014507359596361606,4,1.0,0.00014507359596361606
Amazon shopping,wind,11,778915,1.4122208456635191e-05,4,1.0,1.4122208456635191e-05
Amazon shopping,window,261,778915,0.00033508149156198045,4,1.0,0.00033508149156198045
Amazon shopping,winner,11,778915,1.4122208456635191e-05,4,1.0,1.4122208456635191e-05
Amazon shopping,winning,17,778915,2.1825231251163477e-05,4,1.0,2.1825231251163477e-05
Amazon shopping,winter,29,778915,3.723127684022005e-05,3,1.2231435513142097,4.553919617430924e-05
Amazon shopping,wipe,23,778915,2.9528254045691763e-05,4,1.0,2.9528254045691763e-05
Amazon shopping,wiped,27,778915,3.466360257537729e-05,4,1.0,3.466360257537729e-05
Amazon shopping,wire,17,778915,2.1825231251163477e-05,4,1.0,2.1825231251163477e-05
Amazon shopping,wireless,22,778915,2.8244416913270382e-05,4,1.0,2.8244416913270382e-05
Amazon shopping,wise,42,778915,5.3921159561698e-05,4,1.0,5.3921159561698e-05
Amazon shopping,wisely,6,778915,7.703022794528286e-06,4,1.0,7.703022794528286e-06
Amazon shopping,wish,1916,778915,0.002459831945719366,4,1.0,0.002459831945719366
Amazon shopping,wishe,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,wished,27,778915,3.466360257537729e-05,4,1.0,3.466360257537729e-05
Amazon shopping,wishing,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,wishlist,534,778915,0.0006855690287130174,4,1.0,0.0006855690287130174
Amazon shopping,wit,18,778915,2.3109068383584858e-05,4,1.0,2.3109068383584858e-05
Amazon shopping,witch,25,778915,3.2095928310534525e-05,4,1.0,3.2095928310534525e-05
Amazon shopping,withdraw,16,778915,2.0541394118742096e-05,4,1.0,2.0541394118742096e-05
Amazon shopping,withdrawal,11,778915,1.4122208456635191e-05,4,1.0,1.4122208456635191e-05
Amazon shopping,withdrawn,5,778915,6.419185662106905e-06,4,1.0,6.419185662106905e-06
Amazon shopping,within,833,778915,0.0010694363313070105,4,1.0,0.0010694363313070105
Amazon shopping,wks,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,woke,49,778915,6.290801948864768e-05,4,1.0,6.290801948864768e-05
Amazon shopping,woman,47,778915,6.034034522380491e-05,4,1.0,6.034034522380491e-05
Amazon shopping,women,46,778915,5.9056508091383526e-05,4,1.0,5.9056508091383526e-05
Amazon shopping,women',35,778915,4.4934299634748335e-05,4,1.0,4.4934299634748335e-05
Amazon shopping,won,46,778915,5.9056508091383526e-05,4,1.0,5.9056508091383526e-05
Amazon shopping,wonder,156,778915,0.00020027859265773544,4,1.0,0.00020027859265773544
Amazon shopping,wonderful,447,778915,0.0005738751981923573,4,1.0,0.0005738751981923573
Amazon shopping,wonderfull,3,778915,3.851511397264143e-06,4,1.0,3.851511397264143e-06
Amazon shopping,wonderfully,17,778915,2.1825231251163477e-05,4,1.0,2.1825231251163477e-05
Amazon shopping,wondering,67,778915,8.601708787223253e-05,4,1.0,8.601708787223253e-05
Amazon shopping,wont,659,778915,0.0008460486702656901,4,1.0,0.0008460486702656901
Amazon shopping,wood,22,778915,2.8244416913270382e-05,4,1.0,2.8244416913270382e-05
Amazon shopping,word,429,778915,0.0005507661298087724,4,1.0,0.0005507661298087724
Amazon shopping,wording,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,wore,4,778915,5.135348529685524e-06,4,1.0,5.135348529685524e-06
Amazon shopping,workaround,18,778915,2.3109068383584858e-05,3,1.2231435513142097,2.826570797026091e-05
Amazon shopping,worked,698,778915,0.000896118318430124,4,1.0,0.000896118318430124
Amazon shopping,worker,260,778915,0.0003337976544295591,4,1.0,0.0003337976544295591
Amazon shopping,world,775,778915,0.0009949737776265702,4,1.0,0.0009949737776265702
Amazon shopping,world',43,778915,5.5204996694119383e-05,4,1.0,5.5204996694119383e-05
Amazon shopping,worldwide,56,778915,7.189487941559734e-05,4,1.0,7.189487941559734e-05
Amazon shopping,worn,5,778915,6.419185662106905e-06,4,1.0,6.419185662106905e-06
Amazon shopping,worrie,35,778915,4.4934299634748335e-05,4,1.0,4.4934299634748335e-05
Amazon shopping,worried,43,778915,5.5204996694119383e-05,4,1.0,5.5204996694119383e-05
Amazon shopping,worry,122,778915,0.0001566281301554085,4,1.0,0.0001566281301554085
Amazon shopping,worrying,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,worse,1136,778915,0.001458438982430689,4,1.0,0.001458438982430689
Amazon shopping,worth,1110,778915,0.001425059216987733,4,1.0,0.001425059216987733
Amazon shopping,worthless,190,778915,0.0002439290551600624,4,1.0,0.0002439290551600624
Amazon shopping,worthwhile,8,778915,1.0270697059371048e-05,4,1.0,1.0270697059371048e-05
Amazon shopping,worthy,33,778915,4.236662536990557e-05,4,1.0,4.236662536990557e-05
Amazon shopping,would've,37,778915,4.75019738995911e-05,4,1.0,4.75019738995911e-05
Amazon shopping,wouldn't,629,778915,0.0008075335562930487,4,1.0,0.0008075335562930487
Amazon shopping,wouldnt,64,778915,8.216557647496838e-05,4,1.0,8.216557647496838e-05
Amazon shopping,wow,193,778915,0.0002477805665573265,4,1.0,0.0002477805665573265
Amazon shopping,wrap,23,778915,2.9528254045691763e-05,4,1.0,2.9528254045691763e-05
Amazon shopping,wrapped,22,778915,2.8244416913270382e-05,4,1.0,2.8244416913270382e-05
Amazon shopping,write,333,778915,0.0004275177650963199,4,1.0,0.0004275177650963199
Amazon shopping,writing,133,778915,0.00017075033861204368,4,1.0,0.00017075033861204368
Amazon shopping,written,85,778915,0.00010912615625581739,4,1.0,0.00010912615625581739
Amazon shopping,wrongly,14,778915,1.7973719853899334e-05,4,1.0,1.7973719853899334e-05
Amazon shopping,wrost,20,778915,2.567674264842762e-05,4,1.0,2.567674264842762e-05
Amazon shopping,wrote,96,778915,0.00012324836471245258,4,1.0,0.00012324836471245258
Amazon shopping,wth,96,778915,0.00012324836471245258,4,1.0,0.00012324836471245258
Amazon shopping,xbox,61,778915,7.831406507770425e-05,3,1.2231435513142097,9.578934367699531e-05
Amazon shopping,xiaomi,19,778915,2.439290551600624e-05,4,1.0,2.439290551600624e-05
Amazon shopping,xma,81,778915,0.00010399080772613187,4,1.0,0.00010399080772613187
Amazon shopping,xxl,5,778915,6.419185662106905e-06,4,1.0,6.419185662106905e-06
Amazon shopping,xxx,8,778915,1.0270697059371048e-05,4,1.0,1.0270697059371048e-05
Amazon shopping,y'all,274,778915,0.0003517713742834584,4,1.0,0.0003517713742834584
Amazon shopping,ya'll,14,778915,1.7973719853899334e-05,4,1.0,1.7973719853899334e-05
Amazon shopping,yall,225,778915,0.0002888633547948107,4,1.0,0.0002888633547948107
Amazon shopping,yard,22,778915,2.8244416913270382e-05,4,1.0,2.8244416913270382e-05
Amazon shopping,yay,22,778915,2.8244416913270382e-05,4,1.0,2.8244416913270382e-05
Amazon shopping,yea,41,778915,5.263732242927662e-05,4,1.0,5.263732242927662e-05
Amazon shopping,yeah,167,778915,0.00021440080111437062,4,1.0,0.00021440080111437062
Amazon shopping,year',23,778915,2.9528254045691763e-05,4,1.0,2.9528254045691763e-05
Amazon shopping,yearly,68,778915,8.730092500465391e-05,4,1.0,8.730092500465391e-05
Amazon shopping,yellow,29,778915,3.723127684022005e-05,4,1.0,3.723127684022005e-05
Amazon shopping,yep,17,778915,2.1825231251163477e-05,4,1.0,2.1825231251163477e-05
Amazon shopping,yesterday,358,778915,0.0004596136934068544,4,1.0,0.0004596136934068544
Amazon shopping,yet,1306,778915,0.0016766912949423237,4,1.0,0.0016766912949423237
Amazon shopping,yhe,7,778915,8.986859926949667e-06,4,1.0,8.986859926949667e-06
Amazon shopping,yield,11,778915,1.4122208456635191e-05,4,1.0,1.4122208456635191e-05
Amazon shopping,york,7,778915,8.986859926949667e-06,3,1.2231435513142097,1.0992219766212575e-05
Amazon shopping,you,7,778915,8.986859926949667e-06,4,1.0,8.986859926949667e-06
Amazon shopping,you'd,153,778915,0.0001964270812604713,4,1.0,0.0001964270812604713
Amazon shopping,you'll,302,778915,0.00038771881399125705,4,1.0,0.00038771881399125705
